Date,High,Low,Open,Close,Volume,Adj Close,Signal,MACD,SIGNAL LINE,plusDI,minusDI,adx,MACD-SL,DMI,MACD-SL_n,DMI_n,Close_n
2/4/2003,7.3249998089999995,7.162499905,7.162499905,7.288750172,5736000,6.231874466,wait or hold,0.15863376625572556,0.1140690926031713,35.13145830407417,12.766650320891603,25.179525668371983,0.04456467365255426,22.36480798318257,-0.1519945480476813,0.5277503243640216,-0.8817560040083782
3/4/2003,7.34375,7.21750021,7.34375,7.221250057000001,2978400,6.174162387999999,wait or hold,0.16637873863220776,0.12453102706262875,34.023851327184566,12.069383437396386,26.783171295345163,0.041847711569579005,21.95446788978818,-0.15827241519072355,0.5173521571768898,-0.8858152454877785
4/4/2003,7.278749942999999,7.141250134,7.238749981000001,7.177499771,2809600,6.13675642,wait or hold,0.16707857150490124,0.13304053936964802,31.97553951005817,14.681275024671258,27.517727892343647,0.03403803213525322,17.29426448538691,-0.17631761730291373,0.39926090822249627,-0.8884462480522456
7/4/2003,7.402500152999999,7.121250152999999,7.275000095,7.144999981000001,5442400,6.108970165,wait or hold,0.1631424724590076,0.13906092792239821,33.38344753062319,12.962299231416102,28.699505594455555,0.02408154453660938,20.421148299207083,-0.19932327746552603,0.47849728115861323,-0.8904006816949112
8/4/2003,7.1787500379999996,7.086249828,7.144999981000001,7.142499924,2667200,6.106829642999999,wait or hold,0.1579997398316495,0.14284869127812064,32.05414140515821,13.95283679276034,29.459876167181886,0.015151048553528862,18.101304612397872,-0.2199582608002425,0.4197115985217712,-0.8905510271435858
9/4/2003,7.1962499620000004,7.025000095,7.142499924,7.0625,2567200,6.038431168,wait or hold,0.14581642664765138,0.14344223847411236,29.696532460543995,15.557234928332639,29.587346801129947,0.002374188173539016,14.139297532211357,-0.2494807309419449,0.31931289832265675,-0.8953619672412385
10/4/2003,7.1062498089999995,7.00124979,7.06374979,7.090000152999999,2438400,6.061941147000001,wait or hold,0.13679319910152277,0.14211243038077392,28.321093089055093,15.884326622438008,29.483538526599947,-0.005319231279251158,12.436766466617085,-0.2672573004064045,0.276170141993652,-0.8937081958106646
11/4/2003,7.228750229,7.1475000379999996,7.150000095,7.1512498860000004,2996000,6.114310741000001,wait or hold,0.1330309943278296,0.14029614293108833,32.02925328288869,14.902099962192295,29.98428962035274,-0.00726514860325872,17.127153320696394,-0.2717535760475006,0.39502625053912377,-0.8900248323557165
14/4/2003,7.222499847000001,7.132500172,7.1687498089999995,7.1824998860000004,2696800,6.141028881,wait or hold,0.1310504209503991,0.13844699834021282,30.703030313371706,14.975161023988997,30.30197609579086,-0.007396577389813724,15.727869289382708,-0.2720572580406848,0.35956788433482667,-0.8881455570947594
15/4/2003,7.195000172,7.09375,7.1824998860000004,7.191249847000001,2678400,6.148510933,wait or hold,0.1287001421186318,0.1364976269316624,29.236359862457878,16.08802706195131,30.209649247574195,-0.0077974848130306085,13.14833280050657,-0.2729836027826249,0.294201491656104,-0.887619362367027
